tpr,fpr,thresholds
0.0,0.0,inf
0.005988023952095809,0.0,0.8995862968441816
0.011976047904191617,0.0,0.8870893180401657
0.011976047904191617,0.010526315789473684,0.875323783876162
0.029940119760479042,0.010526315789473684,0.8690035784503137
0.029940119760479042,0.021052631578947368,0.8678409816686754
0.10179640718562874,0.021052631578947368,0.8534111854264139
0.10179640718562874,0.031578947368421054,0.8533710537572833
0.1437125748502994,0.031578947368421054,0.8443853422080227
0.1437125748502994,0.042105263157894736,0.8438230694057595
0.17365269461077845,0.042105263157894736,0.8398860527765319
0.17365269461077845,0.05263157894736842,0.8395166767947649
0.17964071856287425,0.05263157894736842,0.8377857071261523
0.17964071856287425,0.06315789473684211,0.8371482499053374
0.2275449101796407,0.06315789473684211,0.8293327367291095
0.2275449101796407,0.07368421052631578,0.8279504941956188
0.2694610778443114,0.07368421052631578,0.8241843937629468
0.2694610778443114,0.08421052631578947,0.8232805005040038
0.3532934131736527,0.08421052631578947,0.813455887582598
0.3532934131736527,0.09473684210526316,0.812497122035571
0.3772455089820359,0.09473684210526316,0.8075663588793284
0.3772455089820359,0.11578947368421053,0.8058060280567815
0.38323353293413176,0.11578947368421053,0.8028999362192983
0.38323353293413176,0.12631578947368421,0.8023524501785191
0.4251497005988024,0.12631578947368421,0.7945295533117086
0.4251497005988024,0.1368421052631579,0.7928641017387922
0.47904191616766467,0.1368421052631579,0.7802635847278668
0.47904191616766467,0.14736842105263157,0.7788474868286003
0.48502994011976047,0.14736842105263157,0.7767386720083296
0.48502994011976047,0.16842105263157894,0.7687871394284216
0.49101796407185627,0.16842105263157894,0.7622399655735237
0.49101796407185627,0.17894736842105263,0.7620826785974617
0.5269461077844312,0.17894736842105263,0.7530838015472788
0.5269461077844312,0.18947368421052632,0.7511051783750691
0.5389221556886228,0.18947368421052632,0.7489040246246642
0.5389221556886228,0.2,0.7461637246485276
0.5449101796407185,0.2,0.7461445295410902
0.5449101796407185,0.21052631578947367,0.7419991208715317
0.6167664670658682,0.21052631578947367,0.7235339681608488
0.6167664670658682,0.22105263157894736,0.7225521475068701
0.6347305389221557,0.22105263157894736,0.7191565046319823
0.6347305389221557,0.25263157894736843,0.7151469949162503
0.6407185628742516,0.25263157894736843,0.7151086343422934
0.6407185628742516,0.2631578947368421,0.711259424435272
0.6467065868263473,0.2631578947368421,0.7105958736710393
0.6467065868263473,0.2736842105263158,0.7091744422833296
0.6946107784431138,0.2736842105263158,0.6798689001654079
0.6946107784431138,0.28421052631578947,0.6776319400187428
0.7125748502994012,0.28421052631578947,0.6721907676633816
0.7125748502994012,0.30526315789473685,0.6709593923059917
0.7544910179640718,0.30526315789473685,0.646985312777848
0.7544910179640718,0.3157894736842105,0.6466289357698625
0.7724550898203593,0.3157894736842105,0.6416857279826127
0.7724550898203593,0.3368421052631579,0.6390591946487412
0.7844311377245509,0.3368421052631579,0.6297969570790524
0.7844311377245509,0.37894736842105264,0.6174190305627596
0.7904191616766467,0.37894736842105264,0.6171719140358428
0.7904191616766467,0.4105263157894737,0.6054905980652922
0.8143712574850299,0.4105263157894737,0.5882496846052259
0.8143712574850299,0.42105263157894735,0.5804783403054306
0.8263473053892215,0.42105263157894735,0.5717204517804755
0.8263473053892215,0.43157894736842106,0.5645190500661866
0.8323353293413174,0.43157894736842106,0.5641287944896046
0.8323353293413174,0.4421052631578947,0.5590780834644876
0.8682634730538922,0.4421052631578947,0.5318883919025594
0.8682634730538922,0.4631578947368421,0.5182994389945167
0.874251497005988,0.49473684210526314,0.5
0.874251497005988,0.5157894736842106,0.4923336748415852
0.8862275449101796,0.5157894736842106,0.4906340060181024
0.8862275449101796,0.5368421052631579,0.4830628719887021
0.8922155688622755,0.5368421052631579,0.46987369236670407
0.8922155688622755,0.5473684210526316,0.4661264254812607
0.8982035928143712,0.5473684210526316,0.46605068838579655
0.8982035928143712,0.5894736842105263,0.44679212789890665
0.9161676646706587,0.5894736842105263,0.4342567662216732
0.9161676646706587,0.6210526315789474,0.4297186749754726
0.9221556886227545,0.6210526315789474,0.42760574926693196
0.9221556886227545,0.7052631578947368,0.4060117440559482
0.9281437125748503,0.7052631578947368,0.3983683182262671
0.9281437125748503,0.7157894736842105,0.3948631545408827
0.9341317365269461,0.7157894736842105,0.3901040466385335
0.9341317365269461,0.7368421052631579,0.38376040252933724
0.9520958083832335,0.7368421052631579,0.3759391405198487
0.9520958083832335,0.7473684210526316,0.3709399167979649
0.9580838323353293,0.7473684210526316,0.3554998501558225
0.9580838323353293,0.7578947368421053,0.3554706182020749
0.9640718562874252,0.7578947368421053,0.34719514661642836
0.9640718562874252,0.7789473684210526,0.3382854549954746
0.9700598802395209,0.7789473684210526,0.33480832958028045
0.9700598802395209,0.8105263157894737,0.3055431841665313
0.9760479041916168,0.8105263157894737,0.3040836982904336
0.9760479041916168,0.8842105263157894,0.24568427802673007
0.9820359281437125,0.8842105263157894,0.2371843219344499
0.9820359281437125,0.9263157894736842,0.21385748243469568
0.9880239520958084,0.9263157894736842,0.20337925036280183
0.9880239520958084,0.9789473684210527,0.1084834903646976
0.9940119760479041,0.9789473684210527,0.10290102458615696
0.9940119760479041,1.0,0.09440507771014177
1.0,1.0,0.09009164539853745
